village,vlcode,block,district,area_m2,area_km2,centroid_x,centroid_y,area_exposure_score,coastal_exposure_score,coastal_exposure_category,exposure_method,exposure_data_quality,shoreline_distance_available,village_erosion_rate_available
Bindhanaukana,396044,Rajnagar,Kendrapara,545684.1960648504,0.5456841960648504,4692044.350054346,3640091.1906269575,0.029471117625428797,0.029471117625428797,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gopalpur,395885,Rajnagar,Kendrapara,406000.74024886306,0.40600074024886307,4699363.694868054,3648389.4544489514,0.02168740874136523,0.02168740874136523,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Baro,397010,Mahakalapada,Kendrapara,1255016.300596774,1.255016300596774,4693162.684866801,3637041.9262188743,0.06899787884094499,0.06899787884094499,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khandiora,395981,Rajnagar,Kendrapara,478288.6944063781,0.47828869440637806,4698930.439076288,3645652.9868516834,0.02571557648463658,0.02571557648463658,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Junapanga,396019,Rajnagar,Kendrapara,287860.3506970046,0.2878603506970046,4695906.155017764,3641724.4363629706,0.015104163829863822,0.015104163829863822,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chakradharpur,396010,Rajnagar,Kendrapara,1403564.7036463092,1.4035647036463093,4692327.200770793,3642795.7613526527,0.0772755772825795,0.0772755772825795,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nathapur,395961,Rajnagar,Kendrapara,727286.9761192367,0.7272869761192367,4693951.640988611,3645716.139315409,0.03959073532977673,0.03959073532977673,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nodhabasanta,395962,Rajnagar,Kendrapara,977888.1500834773,0.9778881500834773,4694701.468281499,3645729.814392169,0.05355521360494096,0.05355521360494096,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badanaukana,396023,Rajnagar,Kendrapara,1006315.5868217918,1.006315586821792,4692025.073820665,3640964.9379244363,0.05513930164599477,0.05513930164599477,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Manapara,395956,Rajnagar,Kendrapara,953199.9059199296,0.9531999059199296,4692090.738606021,3645769.516930613,0.05217948800948543,0.05217948800948543,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bandhapur,396051,Rajnagar,Kendrapara,853557.630265557,0.853557630265557,4693881.495715521,3640723.182384299,0.04662703040662533,0.04662703040662533,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Endulapur,395986,Rajnagar,Kendrapara,1042474.6076785744,1.0424746076785745,4695609.985826271,3643190.3885391504,0.05715422381582389,0.05715422381582389,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sendhakani,395968,Rajnagar,Kendrapara,1413761.82888857,1.41376182888857,4696707.272078348,3647199.9839291344,0.07784380101298788,0.07784380101298788,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hatiagadi,395954,Rajnagar,Kendrapara,630384.7265554346,0.6303847265554346,4691968.78336187,3647256.5228740526,0.03419096270524246,0.03419096270524246,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanafulia,395977,Rajnagar,Kendrapara,545116.319121184,0.545116319121184,4699441.7912846,3647206.8632752476,0.02943947329943722,0.02943947329943722,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Jhinkiria,395958,Rajnagar,Kendrapara,830476.339743593,0.830476339743593,4693536.790075189,3646395.872335542,0.045340850557752346,0.045340850557752346,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badhi,395972,Rajnagar,Kendrapara,552405.5062169001,0.5524055062169001,4697090.241220374,3646261.949309294,0.02984565533454716,0.02984565533454716,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Prasanpur,396013,Rajnagar,Kendrapara,712643.9916686204,0.7126439916686204,4695210.684900514,3642043.085847055,0.03877477092302827,0.03877477092302827,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Brahmansahi,396022,Rajnagar,Kendrapara,2098569.2358794957,2.098569235879496,4693052.203122314,3641528.955206912,0.1160039500909843,0.1160039500909843,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kandhamara,396012,Rajnagar,Kendrapara,932835.6658763185,0.9328356658763185,4694427.751032421,3642736.4515645364,0.05104471284789813,0.05104471284789813,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Penth,396021,Rajnagar,Kendrapara,1228214.6246445642,1.2282146246445642,4694307.518058591,3641707.2795221526,0.06750438455417827,0.06750438455417827,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gokhani,395971,Rajnagar,Kendrapara,795946.167243515,0.7959461672435151,4696573.020209286,3645176.780501709,0.04341669419372901,0.04341669419372901,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chinchiri,395982,Rajnagar,Kendrapara,1268962.1571174376,1.2689621571174377,4698088.495895681,3645299.2681891904,0.06977499655085306,0.06977499655085306,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Paripangara,395963,Rajnagar,Kendrapara,1238970.1307136344,1.2389701307136345,4695517.5977023365,3645210.8485745303,0.06810372344977882,0.06810372344977882,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Narangarh,395884,Rajnagar,Kendrapara,385549.75157926267,0.3855497515792627,4699790.9279861385,3647925.75941059,0.02054779960680062,0.02054779960680062,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanakapur,395978,Rajnagar,Kendrapara,669193.3008210139,0.6691933008210139,4700262.348979697,3647543.8145729965,0.036353528361455674,0.036353528361455674,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bahargarh,395898,Rajnagar,Kendrapara,944929.7620064963,0.9449297620064964,4693949.689631616,3647892.3563185683,0.05171864322099254,0.05171864322099254,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Velsari,396047,Rajnagar,Kendrapara,972317.2101726282,0.9723172101726282,4693208.940553297,3640081.133467088,0.05324477902825219,0.05324477902825219,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Joginatha,396074,Rajnagar,Kendrapara,338881.0240391062,0.3388810240391062,4692871.895156285,3638344.3337723776,0.017947235445209465,0.017947235445209465,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badkuji,395985,Rajnagar,Kendrapara,522853.434432035,0.522853434432035,4696220.69976846,3643546.5558852293,0.02819889822683812,0.02819889822683812,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gahmasikhar,395983,Rajnagar,Kendrapara,623022.7398616563,0.6230227398616563,4697433.002828671,3644892.4782686573,0.03378072399158829,0.03378072399158829,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pokharia,395957,Rajnagar,Kendrapara,1162709.0694870516,1.1627090694870517,4692787.446807607,3645741.966266349,0.06385415862973713,0.06385415862973713,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mahulia,395953,Rajnagar,Kendrapara,1146252.0704084062,1.1462520704084063,4691404.169329911,3646792.430777125,0.06293711022779734,0.06293711022779734,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Guhalkani,395959,Rajnagar,Kendrapara,553026.177336944,0.553026177336944,4693402.174305818,3647098.9824844724,0.029880241558684767,0.029880241558684767,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sundripal,396073,Rajnagar,Kendrapara,547084.1335321716,0.5470841335321716,4692750.346022554,3638946.3013074235,0.029549127620512795,0.029549127620512795,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kathapangara,395973,Rajnagar,Kendrapara,1239354.8816135786,1.2393548816135787,4697798.4729468655,3646407.4690588564,0.06812516327585237,0.06812516327585237,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Krishnapriyapur,395882,Rajnagar,Kendrapara,899808.857346073,0.8998088573460731,4700753.018119289,3648595.975131293,0.04920432980849373,0.04920432980849373,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Lunia,396011,Rajnagar,Kendrapara,354820.3703503679,0.3548203703503679,4693696.037525864,3642380.2031091163,0.018835438208839355,0.018835438208839355,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tiara,395992,Rajnagar,Kendrapara,437267.9578938161,0.4372679578938161,4692424.202506143,3644022.761733947,0.02342974048954006,0.02342974048954006,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dhagua,395991,Rajnagar,Kendrapara,607336.1593332621,0.6073361593332621,4692067.398579501,3644586.5158067294,0.03290660632671401,0.03290660632671401,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhadia,395901,Rajnagar,Kendrapara,538048.5839343916,0.5380485839343916,4692694.055567472,3647579.9148907983,0.02904563143146313,0.02904563143146313,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Khamarsahi,395955,Rajnagar,Kendrapara,566193.651528448,0.566193651528448,4692708.569949698,3646768.1679142136,0.03061398475859604,0.03061398475859604,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kathuaganda,395979,Rajnagar,Kendrapara,672530.923786317,0.672530923786317,4699296.115139981,3646586.3433554517,0.036539513776656936,0.036539513776656936,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hatina,395988,Rajnagar,Kendrapara,2345431.191979353,2.345431191979353,4694440.259031631,3643795.4714537184,0.12976006451131383,0.12976006451131383,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kaitha,395984,Rajnagar,Kendrapara,2047755.2673488036,2.0477552673488035,4697005.23963746,3644016.114900419,0.11317239687678034,0.11317239687678034,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dera,395987,Rajnagar,Kendrapara,764439.6796586616,0.7644396796586616,4695628.612589381,3644453.935887605,0.04166102938799191,0.04166102938799191,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mugakani,395989,Rajnagar,Kendrapara,328306.49950329843,0.32830649950329843,4694372.625894917,3644979.0201843944,0.01735798154901044,0.01735798154901044,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Pachimaveda,395960,Rajnagar,Kendrapara,753058.6032510083,0.7530586032510083,4694379.058844227,3647022.9875396434,0.04102683126462104,0.04102683126462104,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kurunti,395990,Rajnagar,Kendrapara,2948515.647524384,2.948515647524384,4693232.205778852,3644153.819019511,0.16336629086821658,0.16336629086821658,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chardia,395902,Rajnagar,Kendrapara,877689.9551529131,0.8776899551529131,4691870.591723858,3647964.0559812994,0.04797177800412373,0.04797177800412373,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuagan,395980,Rajnagar,Kendrapara,684579.9676065873,0.6845799676065873,4698793.962150072,3646123.492418568,0.03721093365870696,0.03721093365870696,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Maliparida,395965,Rajnagar,Kendrapara,642034.1557851705,0.6420341557851705,4695029.83167467,3647227.0563700316,0.03484011449820223,0.03484011449820223,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dhobeigarh,395974,Rajnagar,Kendrapara,735944.4924617406,0.7359444924617407,4698134.384447409,3647432.3909281506,0.040073166026206856,0.040073166026206856,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nachhipara,395976,Rajnagar,Kendrapara,677405.1014484699,0.6774051014484699,4698862.407465257,3647133.6286873915,0.03681112203369622,0.03681112203369622,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gadadharpur,395890,Rajnagar,Kendrapara,871955.2352366295,0.8719552352366295,4698419.9695970975,3648152.9627107647,0.0476522169644914,0.0476522169644914,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Laxminarayanpur,395897,Rajnagar,Kendrapara,1183512.883306574,1.183512883306574,4695143.277747525,3648041.084900748,0.06501342856262553,0.06501342856262553,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Paunsiapal,397011,Mahakalapada,Kendrapara,609721.1568675542,0.6097211568675541,4692163.471812102,3636500.218913679,0.03303950772428964,0.03303950772428964,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ambaora,395891,Rajnagar,Kendrapara,864960.4337620088,0.8649604337620088,4697176.058284518,3648129.9432950853,0.04726243924842465,0.04726243924842465,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanhupur,396050,Rajnagar,Kendrapara,2745355.5891371174,2.7453555891371173,4694101.225489512,3638935.530569849,0.1520454172392091,0.1520454172392091,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuapokhari,395969,Rajnagar,Kendrapara,433526.1730999551,0.43352617309995506,4696515.923059079,3646206.9037693995,0.02322123359534782,0.02322123359534782,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chittakolha,396014,Rajnagar,Kendrapara,720850.0030931807,0.7208500030931807,4695914.543676742,3642524.7002315265,0.039232041998224325,0.039232041998224325,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sankuji,396015,Rajnagar,Kendrapara,651755.7908500085,0.6517557908500085,4696774.254403983,3642772.2816117043,0.0353818420548392,0.0353818420548392,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhatasahi,395967,Rajnagar,Kendrapara,494204.16261125926,0.49420416261125927,4695922.364359644,3646732.4375697626,0.026602448666719198,0.026602448666719198,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ogalasendha,395966,Rajnagar,Kendrapara,393061.05072138616,0.39306105072138614,4695770.161249063,3647547.0134102185,0.020966358594490798,0.020966358594490798,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Chakulidiha,397009,Mahakalapada,Kendrapara,981424.3595060227,0.9814243595060227,4692397.978766927,3637599.368944486,0.0537522650348142,0.0537522650348142,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kadalichua,396046,Rajnagar,Kendrapara,845687.2571975208,0.8456872571975208,4692014.7610570295,3638597.530388618,0.04618846241435522,0.04618846241435522,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Akarapara,396045,Rajnagar,Kendrapara,791400.1554842478,0.7914001554842478,4692107.496003184,3639453.0852084025,0.043163372625251495,0.043163372625251495,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Charapada,395648,Rajkanika,Kendrapara,4931389.795974996,4.931389795974996,4671470.1269703265,3659533.6241647233,0.2738597994595791,0.2738597994595791,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kharakhara,396105,Rajkanika,Kendrapara,876556.8017147857,0.8765568017147858,4675013.638868621,3657105.9993881574,0.047908634259348555,0.047908634259348555,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ujanga,395652,Rajkanika,Kendrapara,6012884.913672212,6.012884913672211,4677045.645637927,3659378.702230398,0.33412494042788915,0.33412494042788915,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mirzapur,395709,Rajkanika,Kendrapara,1749506.057664113,1.7495060576641128,4678492.906864506,3658538.6485162172,0.09655278355517206,0.09655278355517206,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Namatara,395649,Rajkanika,Kendrapara,4157413.8549527987,4.157413854952798,4673635.414215133,3659678.437885987,0.2307308306565577,0.2307308306565577,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Deulatara,395650,Rajkanika,Kendrapara,3466263.5574690118,3.466263557469012,4675458.209609808,3660193.7764774156,0.1922172308940009,0.1922172308940009,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Muradpur,395651,Rajkanika,Kendrapara,1247560.2092073434,1.2475602092073435,4675539.534626994,3659998.8754113684,0.06858239624531996,0.06858239624531996,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Habalaganda,395711,Rajkanika,Kendrapara,610549.9804312465,0.6105499804312464,4677032.538484936,3657275.9038811754,0.03308569301730337,0.03308569301730337,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gopinathapur,395643,Rajkanika,Kendrapara,238284.6040539793,0.2382846040539793,4672404.2867545,3662613.4559258516,0.01234160918568502,0.01234160918568502,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Parinuapada,395712,Rajkanika,Kendrapara,2630075.939111531,2.630075939111531,4678931.354471852,3657320.849605448,0.1456215839311475,0.1456215839311475,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bharigada,395705,Rajkanika,Kendrapara,765030.3759278184,0.7650303759278183,4683220.038138164,3658393.267125559,0.041693945296115455,0.041693945296115455,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Dakhinaveda,395907,Rajnagar,Kendrapara,544629.5173952226,0.5446295173952226,4691189.011376658,3648672.170457833,0.029412346801907442,0.029412346801907442,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Abdulpur,395647,Rajkanika,Kendrapara,1031544.9326363999,1.0315449326364,4671270.433709052,3660530.2287293323,0.05654517954333844,0.05654517954333844,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Mahamadpur,395592,Rajkanika,Kendrapara,463614.03319993435,0.46361403319993433,4669405.440146478,3662118.351306487,0.024897846925069474,0.024897846925069474,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Hatasahi,395642,Rajkanika,Kendrapara,13309403.766156202,13.309403766156203,4673434.81050304,3662562.770014691,0.7407155297216903,0.7407155297216903,HIGH,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sihopada,395641,Rajkanika,Kendrapara,3202835.0191148943,3.2028350191148944,4677502.59996603,3661391.0874701627,0.17753796166827387,0.17753796166827387,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanapur Kaema,395603,Rajkanika,Kendrapara,1705201.4429961552,1.7052014429961553,4677962.449436251,3667229.969591316,0.0940839570160414,0.0940839570160414,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Padhanpada,395594,Rajkanika,Kendrapara,2295732.1440889505,2.2957321440889507,4670617.923754104,3662621.834003494,0.12699063903902574,0.12699063903902574,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Batarapada,395598,Rajkanika,Kendrapara,2125631.7346362844,2.1256317346362845,4674548.247561094,3664542.010496768,0.11751197844529185,0.11751197844529185,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Bhamanda,395600,Rajkanika,Kendrapara,5752733.0709348675,5.752733070934868,4676528.098440532,3663777.117073921,0.31962826150703155,0.31962826150703155,MODERATE,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kanapur Barha,395602,Rajkanika,Kendrapara,1980711.9789886486,1.9807119789886487,4677465.541049543,3666249.3138387543,0.10943648243954571,0.10943648243954571,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Ahamadpur,395646,Rajkanika,Kendrapara,844563.8525038299,0.8445638525038298,4671392.09304504,3661236.1141695287,0.046125861907776976,0.046125861907776976,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Fazilpur,395593,Rajkanika,Kendrapara,886986.631015939,0.8869866310159391,4669589.839256546,3662655.2351115365,0.04848982517073036,0.04848982517073036,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sanahalapada,395596,Rajkanika,Kendrapara,1618471.4843961329,1.618471484396133,4671752.74405832,3665021.871822408,0.0892510242587163,0.0892510242587163,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Agapada,395640,Rajkanika,Kendrapara,3484604.904375432,3.484604904375432,4678294.972868704,3662796.376873139,0.19323928253230846,0.19323928253230846,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Gahamapal,395599,Rajkanika,Kendrapara,364912.6609982299,0.36491266099822994,4675739.073798525,3665338.983108191,0.01939782014532152,0.01939782014532152,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Damodarpur,395645,Rajkanika,Kendrapara,470481.39365251164,0.4704813936525116,4669903.173418235,3661192.5974211153,0.025280523128579285,0.025280523128579285,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Kothasahi,395653,Rajkanika,Kendrapara,1274328.2920068642,1.2743282920068641,4678546.745522333,3660242.110404245,0.07007401859013405,0.07007401859013405,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Panasaganda,395644,Rajkanika,Kendrapara,1267248.2967102055,1.2672482967102054,4669250.764493586,3661269.0830428023,0.0696794935408517,0.0696794935408517,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badahalapada,395595,Rajkanika,Kendrapara,1606493.3210026028,1.606493321002603,4671788.352208787,3664271.844304662,0.08858355411147276,0.08858355411147276,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Domanda Barha,395601,Rajkanika,Kendrapara,3333705.5200451743,3.333705520045174,4677960.436680644,3664937.912964479,0.18483057821188803,0.18483057821188803,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Sikdarpur,395597,Rajkanika,Kendrapara,1021130.782268835,1.021130782268835,4673416.653564009,3665225.9493711796,0.055964862323504075,0.055964862323504075,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Nuadia,395745,Rajkanika,Kendrapara,667997.0387236499,0.6679970387236499,4687109.153910143,3655774.591409744,0.036286867955178305,0.036286867955178305,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Balabhadraprasad,395917,Rajnagar,Kendrapara,616251.3802488958,0.6162513802488958,4687279.314632192,3650858.091565404,0.03340339733062376,0.03340339733062376,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Parimakundapur,395713,Rajkanika,Kendrapara,857870.3534884609,0.8578703534884609,4680062.6491385745,3657614.255671534,0.04686735222475708,0.04686735222475708,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Tentulikoli,395726,Rajkanika,Kendrapara,3023102.482831413,3.023102482831413,4690616.404237348,3657089.163286665,0.16752256126704115,0.16752256126704115,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Manikhandi,395919,Rajnagar,Kendrapara,517089.8426529294,0.5170898426529295,4687048.563439537,3649437.2061093403,0.02787772833400386,0.02787772833400386,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Deulasahi,395655,Rajkanika,Kendrapara,3336056.4241089737,3.336056424108974,4679938.801440345,3659604.4726866847,0.18496157978784478,0.18496157978784478,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Belpal,395925,Rajnagar,Kendrapara,3282120.3209215277,3.2821203209215275,4684568.097497611,3650717.475417174,0.18195604901042078,0.18195604901042078,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
Badaraja,395722,Rajkanika,Kendrapara,957012.9669826434,0.9570129669826434,4688044.430842087,3658102.6279747584,0.05239196669635598,0.05239196669635598,LOW,Village geometry area normalized within Kendrapara coastal-belt villages,PRELIMINARY_SPATIAL_PROXY,False,False
