village,vlcode,block,district,nccr_total_coast_km,nccr_high_erosion_km,nccr_moderate_erosion_km,nccr_low_erosion_km,nccr_stable_km,nccr_low_accretion_km,nccr_moderate_accretion_km,nccr_high_accretion_km,erosion_baseline_score,coastal_hazard_baseline,erosion_data_source,erosion_resolution,village_erosion_rate_available
Dadhipur,397097,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Adoi,397110,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Karanja,396924,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dasi Pur,396902,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Adam Pur,396903,Marsaghai,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Chandia Palli,397061,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Amirabad,397059,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badadihi,397026,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanpur,397031,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dia Rajagarh,397056,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Oliha,397045,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Olihanilakanthapur,397057,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balipal,397039,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Arada,397033,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Benupal,396922,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Ekalapur,397027,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nachhi Pada,397049,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Basaghar,397043,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sahoo Pada,396985,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Batakuli,397096,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Potakani,397108,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Niyamatpur,397050,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dahimachha,396921,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rama Chandra Pur,396987,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jasuapalli,397036,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Potia,397035,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Alailo,397047,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baulapara,397095,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gobardhanpur,396923,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kumbharapara,397098,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Marichakani,397100,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baradia,395618,Rajkanika,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kusiapal,397069,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balisahipatna,395912,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baulakani,397112,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Petchhela,396058,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tanki Belari,397078,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Narasingha Pur,397015,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Maladhia,397081,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Babara,396992,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pancha Gachhia,397018,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kakat Pur,396993,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jamboo,396057,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sugal,397021,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhitarsubala,397079,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Maladhia,397004,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badatota Chhapali,397077,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bara Danga,397067,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kalatunga,396995,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Pankapal,397073,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baliganda Ratanpur,396997,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Radia,397028,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kharianta,397023,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhateni,397075,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badamatha,397080,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bagagahan,397074,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kansapal,397076,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kansara,397071,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badadandua,397072,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bala Bhadrapur,397068,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Guludia,397022,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sana Rahama,396991,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bahar Subala,397029,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhuinpada,397002,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badapal,397020,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sankachit,397003,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tarapada,397070,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kandara Patia,396056,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nalitapatia,395760,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kantilo,397019,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bada Baincha,397024,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kholanai,397025,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kiabaria,397111,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gogua,396996,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Panikhia,397000,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bandha Para,396994,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baligarh,397131,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Hariabanka,397129,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Suniti Bena Kandha,397017,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bana Pada,397016,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Khamarsahi,395761,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gobardhanpur,396025,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Koilipur,396042,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rata Panga,397014,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhatapara,395943,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Maliabuda,395949,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Jayapur,396024,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tarapada,395997,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badkota,396005,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Taradeipur,396040,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Doligan,396998,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Isani Palla,396032,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tetelenga,396027,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Balarampur,396009,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Praharajpur,396043,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Arakhadiha,396006,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mangalpur,395909,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Garjang,397001,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Odiasala,397012,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Basantpur,396037,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Inkiria,396038,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Gankalu Para,396030,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Duttapur,396041,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kani,395950,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Madhyapara,395939,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bandhapara,395938,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Rajagarh,395948,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kusailo,395941,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badolara,395942,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nanjura,396999,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Dhaneswarpur,396004,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Baragudidanda,395946,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Nurugan,395944,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Barhapur,396039,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Sanora,395999,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kanhua,395994,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Benudharpur,395951,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Kiajori,395945,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Bhopal,397005,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Mundatala Sahara Kani,397013,Mahakalapada,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Santhapada,395933,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Tangataila,395932,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badpalli,396033,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Badmaricha Palli,396035,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Katakana,395931,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
Barunipalla,396036,Rajnagar,Kendrapara,135.82,31.02,8.72,9.22,54.26,11.26,5.02,16.32,0.2938079811515241,0.2938079811515241,NCCR National Assessment of Shoreline Changes 1990-2016,District coastline baseline,False
