id,objectid_1,objectid,village,vlcode,gram_panchayat_name,gram_panchayat_code,block,bkcode,subdistric,sdcode,sub_district_head_quarter,district,dtcode,district_head_quarter,state,stcode,uqcode,country,total_urban_rural,total_households,total_population_village,avg_household,total_geographical_area,total_male_population_village,total_female_population_village,tapwater_treated_status,tapwater_untreated_status,covered_well_status,covered_well_function_year,covered_well_functioning_summer,uncovered_well_status,uncovered_well_function_year,uncovered_well_function_summer,handpump_status,hand_pump_function_year,hand_pump_function_summer,tubewell_borehole_status,tube_wells_borehole_function_year,tube_wells_borehole_function_Summer,spring_status,spring_functioning_all_round_year,spring_functioning_summer_month,river_canal_status,tank_pond_lake_status,others_status,closed_drainage_status,open_drainage_status,village_pin_code_status,forest_area,area_under_non_agricultural_use,barren_uncultivable_land,permanent_pastures_grazing,land_under_miscellaneous,culturable_waste_land,fallows_land_other_than_current,current_fallows_area,net_area_sown,total_unirrigated_land,area_irrigated_by_source,canals_area,wells_tube_wells_area,tanks_lakes_area,waterfall_area,other_source_specify_area,nearest_town_name,nearest_town_distance_from_village,shape_leng,shape_length,shape_area,ds_name,src_agency,state_name,latitude,longitude
341,341,34790.0,Kurichy,628181,Kurichy,02,Madappally,105,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,8812.0,35815.0,4.06434408,1622.0,17502.0,18313.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Available,Available,0.0,97.0,97.0,0.0,0.0,0.0,25.0,25.0,1403.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,Changanassery,8.0,22190.311813815257,22190.311813815257,16533438.471206022,Administrative Boundary,Survey of India (SOI),Kerala,9.497187550609782,76.52719740006516
537,537,34986.0,Madappally,628184,Madappally,05,Madappally,105,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,8765.0,35176.0,4.01323446,2402.0,17158.0,18018.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,258.0,0.0,0.0,0.0,0.0,572.0,572.0,1571.0,1203.0,941.0,0.0,0.0,0.0,0.0,941.0,Changanassery,6.0,23262.35214928139,23262.35214928139,23393950.43584089,Administrative Boundary,Survey of India (SOI),Kerala,9.48157277944274,76.59490341246655
525,525,34974.0,Thottackad,628185,"Vakathanam, Karukachal","01, 06",Madappally,105,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,3476.0,13990.0,4.02474108,1190.0,6841.0,7149.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,0.0,62.0,62.0,0.0,8.0,9.0,0.0,0.0,1049.0,1052.0,5.0,3.0,2.0,0.0,0.0,0.0,Changanassery,13.0,18963.194586928865,18963.194586928865,12215246.678820273,Administrative Boundary,Survey of India (SOI),Kerala,9.520985905750036,76.59758197733541
515,515,34964.0,Vakathanam,628180,Vakathanam,01,Madappally,105,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,4972.0,19589.0,3.93986323,1457.0,9429.0,10160.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,38.0,0.0,0.0,6.0,567.0,32.0,32.0,780.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,Changanassery,12.0,19851.29706723698,19851.29706723698,15360252.855849134,Administrative Boundary,Survey of India (SOI),Kerala,9.513177859444927,76.56941593002611
340,340,34789.0,Vazhappally West,628182,Vazhappally,03,Madappally,105,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,2622.0,10655.0,4.06369184,1154.0,5173.0,5482.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,136.0,7.0,0.0,2.0,95.0,20.0,20.0,878.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,Changanassery,2.0,22196.926792081427,22196.926792081427,15298603.580785094,Administrative Boundary,Survey of India (SOI),Kerala,9.463679953477648,76.51382825317745
527,527,34976.0,Manarcad,628164,"Ayarkunnam, Manarcad,  Putuppally","04, 05, 15",Pallom,102,Kottayam,5670,Kottayam,Kottayam,560,Kottayam,KL,32, ,India,Rural,8421.0,33501.0,3.97826861,2002.0,16410.0,17091.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,62.0,0.0,0.0,47.0,0.0,0.0,0.0,1768.0,1591.0,349.0,0.0,0.0,20.0,0.0,329.0,Kottayam,8.0,35288.41691974338,35288.41691974338,22690925.72490057,Administrative Boundary,Survey of India (SOI),Kerala,9.607061907690145,76.58794942192563
516,516,34965.0,Meenadam,628169,"Meenadam, Putuppally, Pampady","14, 15,16",Pallom,102,Kottayam,5670,Kottayam,Kottayam,560,Kottayam,KL,32, ,India,Rural,3268.0,12904.0,3.94859241,1142.0,6363.0,6541.0,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,1077.0,12.0,0.0,0.0,0.0,0.0,12.0,Kottayam,10.0,17061.875223148974,17061.875223148974,10477112.74272178,Administrative Boundary,Survey of India (SOI),Kerala,9.551754385525694,76.61174380282677
536,536,34985.0,Muttampalam Part,628165,Vijayapuram,09,Pallom,102,Kottayam,5670,Kottayam,Kottayam,560,Kottayam,KL,32, ,India,Rural,417.0,1590.0,3.81294964,168.0,770.0,820.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Available,Available,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,136.0,24.0,0.0,0.0,0.0,0.0,24.0,Kottayam,2.0,4338.00174468179,4338.00174468179,1020955.6333899891,Administrative Boundary,Survey of India (SOI),Kerala,9.57452780440591,76.54859065408496
333,333,34782.0,Veloor Part,628168,Nattakam,13,Pallom,102,Kottayam,5670,Kottayam,Kottayam,560,Kottayam,KL,32, ,India,Rural,352.0,1533.0,4.35511364,201.0,782.0,751.0,Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,201.0,0.0,0.0,0.0,0.0,201.0,Kottayam,4.0,8665.72337150177,8665.72337150177,3703731.270751741,Administrative Boundary,Survey of India (SOI),Kerala,9.567258967567136,76.50256705092609
535,535,34984.0,Chengalam East,628161,"Akalakunnam, Pallikkathode","06, 07",Pampady,103,Kottayam,5670,Kottayam,Kottayam,560,Kottayam,KL,32, ,India,Rural,1215.0,5226.0,4.30123457,1144.0,2519.0,2707.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,0.0,15.0,10.0,0.0,0.0,26.0,0.0,0.0,1093.0,1087.0,6.0,0.0,0.0,0.0,0.0,6.0,Palai,15.0,17521.11935723883,17521.11935723883,11643137.631163854,Administrative Boundary,Survey of India (SOI),Kerala,9.628993710309304,76.69667707213854
528,528,34977.0,Elikkulam,628198,Elikkulam,05,Pampady,103,Kanjirappally,5672,Kanjirappally,Kottayam,560,Kottayam,KL,32, ,India,Rural,2458.0,10419.0,4.23881204,1895.0,5147.0,5272.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1815.0,1741.0,74.0,0.0,0.0,0.0,0.0,74.0,Palai,10.0,21409.519138261287,21409.519138261287,20082678.133344688,Administrative Boundary,Survey of India (SOI),Kerala,9.637422594367514,76.73690627363196
532,532,34981.0,Kooroppada,628163,"Pallikkathode, Kooroppada","07, 08",Pampady,103,Kottayam,5670,Kottayam,Kottayam,560,Kottayam,KL,32, ,India,Rural,6551.0,25999.0,3.96870707,2760.0,12762.0,13237.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Not Available,Not Available,Not Available,Available,Available,0.0,111.0,1.0,0.0,3.0,8.0,108.0,108.0,2529.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,Kottayam,16.0,33772.244171979,33772.244171979,27630016.47188207,Administrative Boundary,Survey of India (SOI),Kerala,9.595230823040163,76.64752097416621
812,812,35261.0,Elackad,628130,"Marangattupilly, Kadaplamattom"," 03, 15",Uzhavoor,96,Meenachil,5668,Palai,Kottayam,560,Kottayam,KL,32, ,India,Rural,3249.0,13333.0,4.10372422,2311.0,6587.0,6746.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.0,1629.0,59.0,0.0,0.0,0.0,0.0,59.0,Palai,11.0,26259.574105759708,26259.574105759708,23433377.81311241,Administrative Boundary,Survey of India (SOI),Kerala,9.730163237907355,76.59552323202077
818,818,35267.0,Uzhavoor,628115,"Veliyannoor, Uzhavoor","01,02",Uzhavoor,96,Meenachil,5668,Palai,Kottayam,560,Kottayam,KL,32, ,India,Rural,2454.0,9063.0,3.69315403,1255.0,4485.0,4578.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,179.0,0.0,0.0,0.0,82.0,4.0,4.0,989.0,987.0,7.0,0.0,0.0,0.0,0.0,7.0,Palai,12.0,19849.696809926696,19849.696809926696,12885998.129602669,Administrative Boundary,Survey of India (SOI),Kerala,9.791514249334753,76.6098419303412
824,824,35273.0,Vellilappally,628116,"Ramapuram, Kadanad","04, 05",Uzhavoor,96,Meenachil,5668,Palai,Kottayam,560,Kottayam,KL,32, ,India,Rural,3994.0,16509.0,4.13345018,2981.0,8162.0,8347.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Available,Available,Available,0.0,28.0,125.0,0.0,0.0,189.0,0.0,0.0,2638.0,2483.0,155.0,0.0,0.0,0.0,0.0,155.0,Palai,10.0,39383.60852331143,39383.60852331143,30361548.69464625,Administrative Boundary,Survey of India (SOI),Kerala,9.78459507081089,76.65998176919824
675,675,35124.0,Kulasekharamangalam,628145,Maravanthuruthu,07,Vaikom,100,Vaikom,5669,Vaikom,Kottayam,560,Kottayam,KL,32, ,India,Rural,5369.0,21728.0,4.04693611,1569.0,10612.0,11116.0,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Not Available,Available,0.0,1148.0,75.0,0.0,0.0,0.0,60.0,60.0,276.0,172.0,174.0,0.0,0.0,0.0,0.0,174.0,Vaikom,8.0,25286.48285164445,25286.48285164445,15824234.335145038,Administrative Boundary,Survey of India (SOI),Kerala,9.796063403842885,76.40225317283668
672,672,35121.0,Naduvile Part,628147,Udayanapuram,08,Vaikom,100,Vaikom,5669,Vaikom,Kottayam,560,Kottayam,KL,32, ,India,Rural,2131.0,8593.0,4.03237916,908.0,4169.0,4424.0,Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,117.0,15.0,0.0,0.0,18.0,220.0,220.0,513.0,99.0,659.0,0.0,0.0,0.0,0.0,659.0,Vaikom,4.0,12867.33721996346,12867.33721996346,6067982.839733874,Administrative Boundary,Survey of India (SOI),Kerala,9.758839442599744,76.41980117789873
673,673,35122.0,Thalayazham,628149,Thalayazham,10,Vaikom,100,Vaikom,5669,Vaikom,Kottayam,560,Kottayam,KL,32, ,India,Rural,4884.0,20151.0,4.12592138,2240.0,9927.0,10224.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2240.0,0.0,2240.0,0.0,0.0,0.0,0.0,2240.0,Vaikom,6.0,23057.08489286121,23057.08489286121,23394936.48999041,Administrative Boundary,Survey of India (SOI),Kerala,9.712327081888105,76.42259794521102
674,674,35123.0,Vadakkemuri Part,628146,Udayanapuram,08,Vaikom,100,Vaikom,5669,Vaikom,Kottayam,560,Kottayam,KL,32, ,India,Rural,4267.0,17019.0,3.98851652,1107.0,8296.0,8723.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,0.0,215.0,50.0,0.0,0.0,1.0,149.0,149.0,640.0,708.0,133.0,0.0,0.0,0.0,0.0,133.0,Vaikom,3.0,19545.92619390584,19545.92619390584,11439281.603792274,Administrative Boundary,Survey of India (SOI),Kerala,9.78010777789222,76.39473624277255
337,337,34786.0,Vechoor,628150,Vechoor,11,Vaikom,100,Vaikom,5669,Vaikom,Kottayam,560,Kottayam,KL,32, ,India,Rural,4168.0,17041.0,4.08853167,2913.0,8315.0,8726.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,145.0,145.0,2313.0,161.0,2752.0,0.0,0.0,0.0,0.0,2752.0,Vaikom,10.0,22937.105275812883,22937.105275812883,29014146.104491383,Administrative Boundary,Survey of India (SOI),Kerala,9.670601469281085,76.42740496865005
524,524,34973.0,Cheruvally,628201,Chirakkadavu,06,Vazhoor,106,Kanjirappally,5672,Kanjirappally,Kottayam,560,Kottayam,KL,32, ,India,Rural,1645.0,6447.0,3.91914894,1120.0,3197.0,3250.0,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Not Available,Available,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1068.0,52.0,1068.0,0.0,0.0,0.0,0.0,1068.0,Kottayam,41.0,16922.943254459067,16922.943254459067,12549772.777494447,Administrative Boundary,Survey of India (SOI),Kerala,9.518703013887198,76.75894353917498
526,526,34975.0,Kangazha,628189,"Vazhoor, Kangazha","08, 09",Vazhoor,106,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,5326.0,21340.0,4.00675929,2718.0,10349.0,10991.0,Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Available,Available,0.0,66.0,0.0,0.0,0.0,0.0,20.0,20.0,2632.0,2626.0,26.0,0.0,0.0,0.0,0.0,26.0,Changanassery,25.0,24884.664161004657,24884.664161004657,27421969.386763427,Administrative Boundary,Survey of India (SOI),Kerala,9.515157512656254,76.69898634896332
517,517,34966.0,Vazhoor,628188,"Vazhoor, Kangazha","08, 09",Vazhoor,106,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,6110.0,23909.0,3.91309329,2860.0,11634.0,12275.0,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Not Available,Not Available,Available,0.0,266.0,0.0,0.0,0.0,266.0,0.0,0.0,2328.0,2303.0,25.0,0.0,0.0,0.0,0.0,25.0,Changanassery,1.0,29535.33361760052,29535.33361760052,30104698.938592605,Administrative Boundary,Survey of India (SOI),Kerala,9.554201434499278,76.70946391187793
310,310,34759.0,Changanassery Part,628183,"Paippad, Muttar","04, 91",Veliyanad (Part),104,Changanassery,5671,Changanassery,Kottayam,560,Kottayam,KL,32, ,India,Rural,1116.0,4754.0,4.25985663,1389.0,2269.0,2485.0,Available,Not Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,135.0,90.0,0.0,0.0,0.0,0.0,0.0,1163.0,48.0,1115.0,1115.0,0.0,0.0,0.0,0.0,Changanassery,1.0,21143.67247303553,21143.67247303553,11375049.343826124,Administrative Boundary,Survey of India (SOI),Kerala,9.421857147679471,76.52191752317897
1310,1310,35759.0,Kottur,627377,Kottur,10,Balusseri,23,Koyilandi,5639,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,2978.0,12205.0,4.09838818,1178.0,5814.0,6391.0,Not Available,Not Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,147.0,140.0,0.0,0.0,127.0,130.0,130.0,509.0,698.0,66.0,66.0,0.0,0.0,0.0,0.0,Quilandy,18.0,18851.18292431139,18851.18292431139,11899987.220092729,Administrative Boundary,Survey of India (SOI),Kerala,11.49899538956281,75.7937830596288
1303,1303,35752.0,Sivapuram,627385,Unnikulam,14,Balusseri,23,Thamarassery,5938,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5974.0,24436.0,4.0903917,1958.0,11578.0,12858.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Available,Available,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,1376.0,108.0,0.0,103.0,5.0,0.0,0.0,Quilandy,19.0,32695.383719450558,32695.383719450558,19519526.195404463,Administrative Boundary,Survey of India (SOI),Kerala,11.42983613165764,75.86537263277093
1317,1317,35766.0,Unnikulam,627384,Unnikulam,14,Balusseri,23,Thamarassery,5938,Quilandy,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5739.0,24912.0,4.34082593,1868.0,11860.0,13052.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,473.0,0.0,0.0,0.0,115.0,46.0,46.0,1014.0,1128.0,152.0,0.0,140.0,12.0,0.0,0.0,Quilandy,22.0,29091.070778945865,29091.070778945865,17870818.243718475,Administrative Boundary,Survey of India (SOI),Kerala,11.443067303975743,75.89223188199543
1309,1309,35758.0,Kakkur,627401,Kakkur,01,Chelannur,26,Kozhikode,5640,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,5551.0,22788.0,4.10520627,2041.0,10696.0,12092.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,0.0,611.0,48.0,0.0,32.0,0.0,0.0,0.0,1350.0,1341.0,42.0,42.0,0.0,0.0,0.0,0.0,Kozhikode,18.0,29749.24152746373,29749.24152746373,20423632.56608032,Administrative Boundary,Survey of India (SOI),Kerala,11.387328667676476,75.82912269744679
1292,1292,35741.0,Chathamangalam,627416,"Chathamangalam,Omassery","12, 06",Koduvally,25,Kozhikode,5640,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4063.0,18918.0,4.6561654,1157.0,9903.0,9015.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,415.0,0.0,0.0,0.0,100.0,0.0,0.0,642.0,427.0,215.0,0.0,0.0,0.0,0.0,215.0,Kozhikode,17.0,23952.065828563445,23952.065828563445,11898377.011214068,Administrative Boundary,Survey of India (SOI),Kerala,11.328835855578129,75.9365970253203
1320,1320,35769.0,Engapuzha,627408,"Puthuppadi,Kattippara","07,55",Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4240.0,18244.0,4.30283019,2414.0,8745.0,9499.0,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Not Available, , ,Not Available, , ,Available,Not Available,Not Available,Available,Available,Available,0.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.0,1804.0,0.0,0.0,0.0,0.0,0.0,0.0,Kozhikode,35.0,25739.770662036542,25739.770662036542,20698234.52890857,Administrative Boundary,Survey of India (SOI),Kerala,11.454735827149864,75.97309426810214
1295,1295,35744.0,Kizhakkoth,627403,Kizhakkoth,03,Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6940.0,31261.0,4.50446686,1991.0,14855.0,16406.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,490.0,0.0,0.0,0.0,230.0,0.0,0.0,1021.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,Kozhikode,23.0,24789.467067027323,24789.467067027323,19772426.088229906,Administrative Boundary,Survey of India (SOI),Kerala,11.385810307168699,75.89696275720199
1328,1328,35777.0,Kodencheri,627410,"Kodencheri,Puthuppadi","08,07",Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4589.0,18738.0,4.08324254,4757.0,9211.0,9527.0,Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178.0,3178.0,2.0,2.0,0.0,0.0,0.0,0.0,Kozhikode,43.0,52653.95687038402,52653.95687038402,25900029.94553957,Administrative Boundary,Survey of India (SOI),Kerala,11.452710282828871,76.01444002870714
1325,1325,35774.0,Koodathayi,627409,"Omassery,Kodencheri","06,08",Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,3294.0,13563.0,4.11748634,2354.0,6489.0,7074.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2298.0,2337.0,17.0,0.0,0.0,0.0,0.0,17.0,Kozhikode,35.0,30894.30440113856,30894.30440113856,23283587.627267968,Administrative Boundary,Survey of India (SOI),Kerala,11.409057541307012,75.97789494413739
1280,1280,35729.0,Madavoor,627417,Madavoor,13,Koduvally,25,Kozhikode,5640,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6598.0,28672.0,4.34555926,1935.0,13747.0,14925.0,Not Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Not Available,Not Available,Not Available,Available,Available,0.0,1056.0,0.0,0.0,10.0,20.0,0.0,0.0,849.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,Kozhikode,20.0,34669.876580520526,34669.876580520526,19382531.1631581,Administrative Boundary,Survey of India (SOI),Kerala,11.347356697124289,75.86606779943021
1294,1294,35743.0,Puthur,627415,"Koduvally,Omassery","04, 06",Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4791.0,21466.0,4.48048424,1196.0,10336.0,11130.0,Available,Not Available,Not Available, , ,Available,Available,Available,Not Available, , ,Available,Available,Available,Not Available, , ,Not Available,Available,Not Available,Available,Available,Available,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,1051.0,145.0,0.0,0.0,0.0,0.0,145.0,Kozhikode,23.0,26843.43970018773,26843.43970018773,16493962.63321402,Administrative Boundary,Survey of India (SOI),Kerala,11.367567951754127,75.94995400350804
1332,1332,35781.0,Thiruvambadi,627413,Thiruvambadi,10,Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,6771.0,28820.0,4.25638754,8396.0,13988.0,14832.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,3644.0,40.0,60.0,0.0,20.0,30.0,0.0,0.0,4602.0,4502.0,120.0,0.0,20.0,25.0,0.0,75.0,Kozhikode,34.0,82003.42311074905,82003.42311074905,87908557.33104053,Administrative Boundary,Survey of India (SOI),Kerala,11.426504768759823,76.06234854304218
1316,1316,35765.0,Vavad,627404,Koduvally,04,Koduvally,25,Thamarassery,5938,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,3239.0,14818.0,4.57486879,789.0,6938.0,7880.0,Available,Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Available,Available,Available,0.0,100.0,90.0,0.0,0.0,90.0,100.0,100.0,299.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,Kozhikode,26.0,17606.458413692326,17606.458413692326,8096157.322273008,Administrative Boundary,Survey of India (SOI),Kerala,11.385853847021224,75.923455836195
1296,1296,35745.0,Kakkad,627419,Karassery,14,Kunnamangalam,27,Kozhikode,5640,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,2547.0,11950.0,4.69179427,1021.0,5871.0,6079.0,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available, , ,Available,Available,Not Available,Not Available,Available,Available,0.0,175.0,62.0,0.0,49.0,0.0,0.0,0.0,735.0,703.0,81.0,0.0,0.0,0.0,0.0,81.0,Kozhikode,30.0,15994.415623038698,15994.415623038698,11013686.1103701,Administrative Boundary,Survey of India (SOI),Kerala,11.299077364133336,76.0027680856381
1291,1291,35740.0,Kumaranallur,627418,Karassery,14,Kunnamangalam,27,Kozhikode,5640,Kozhikode,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,3969.0,18105.0,4.56160242,2670.0,8531.0,9574.0,Not Available,Available,Not Available, , ,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Available,Available,76.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,2189.0,1343.0,846.0,0.0,0.0,0.0,0.0,846.0,Kozhikode,30.0,23155.09894946746,23155.09894946746,18569230.6552238,Administrative Boundary,Survey of India (SOI),Kerala,11.31898133288876,76.02536450617855
1411,1411,35860.0,Kuttiadi,627351,Kuttiadi,10,Kunnummal,19,Vatakara,5638,Vadakara,Kozhikode,561,Kozhikode,KL,32, ,India,Rural,4511.0,19351.0,4.2897362,1523.0,9100.0,10251.0,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Available,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,1475.0,2.0,1498.0,0.0,50.0,1.0,0.0,1446.0,Vadakara,23.0,20502.49642892497,20502.49642892497,14675154.487862883,Administrative Boundary,Survey of India (SOI),Kerala,11.650637048379531,75.73099497088323
